ScripCode,TradingSymbol,Description,InstrumentType
117,OMFURN-SM,OMFURN INDIA LIMITED,0
24235,OMINFRAL-BE,OM INFRA LIMITED,0
13515,OMKARCHEM-BZ,OMKAR SPL CHEM LTD,0
19692,ONDOOR-SM,ON DOOR CONCEPTS LIMITED,0
25496,ONELIFECAP-BE,ONELIFE CAP ADVISORS LTD,0
9939,ONEPOINT-EQ,ONE POINT ONE SOL LTD,0
2475,ONGC-EQ,OIL AND NATURAL GAS CORP.,0
15278,ONMOBILE-EQ,ONMOBILE GLOBAL LTD.,0
2481,ONWARDTEC-EQ,ONWARD TECHNOLOGIES LTD,0
21469,OPTIEMUS-EQ,OPTIEMUS INFRACOM LTD,0
31475,ORBTEXP-EQ,ORBIT EXPORTS LIMITED,0
926,ORCHPHARMA-EQ,ORCHID PHARMA LIMITED,0
17882,ORIANA-SM,ORIANA POWER LIMITED,0
10159,ORICONENT-EQ,ORICON ENTERPRISES LTD,0
14346,ORIENTALTL-EQ,ORIENTAL TRIMEX LTD,0
14278,ORIENTBELL-EQ,ORIENT BELL LIMITED,0
30089,ORIENTCEM-EQ,ORIENT CEMENT LTD.,0
13111,ORIENTCER-EQ,ORIENT CERATECH LIMITED,0
2972,ORIENTELEC-EQ,ORIENT ELECTRIC LIMITED,0
2493,ORIENTHOT-EQ,ORIENT HOTELS LTD,0
18208,ORIENTLTD-EQ,ORIENT PRESS LIMITED,0
2496,ORIENTPPR-EQ,ORIENT PAPER AND INDS LTD,0
19931,ORISSAMINE-EQ,ORISSA MIN DEV CO LTD,0
13321,ORTEL-BZ,ORTEL COMMUNICATIONS LTD,0
2979,ORTINLAB-EQ,ORTIN LABORATORIES LTD,0
10435,OSEINTRUST-IV,ORIENTAL INFRATRUST,0
12643,OSIAHYPER-BE,OSIA HYPER RETAIL LIMITED,0
2514,OSWALAGRO-EQ,OSWAL AGRO MILLS LTD,0
471,OSWALGREEN-EQ,OSWAL GREENTECH LIMITED,0
14310,OSWALSEEDS-BE,SHREEOSWAL S AND CHE LTD,0
22911,OWAIS-SM,OWAIS METAL & MINERAL,0
14413,PAGEIND-EQ,PAGE INDUSTRIES LTD,0
25468,PAISALO-EQ,PAISALO DIGITAL LIMITED,0
17197,PAKKA-EQ,PAKKA LIMITED,0
21383,PALASHSECU-EQ,PALASH SECURITIES LTD,0
17059,PALREDTEC-BE,PALRED TECHNOLOGIES LTD,0
4055,PANACEABIO-EQ,PANACEA BIOTEC LTD,0
16355,PANACHE-BE,PANACHE DIGILIFE LIMITED,0
25392,PANAMAPET-EQ,PANAMA PETROCHEM LTD,0
6141,PANSARI-EQ,PANSARI DEVELOPERS LTD,0
5631,PAR-EQ,PAR DRUGS AND CHEM LTD,0
13955,PARACABLES-BE,PARAMOUNT COMM LTD,0
9741,PARADEEP-EQ,PARADEEP PHOSPHATES LTD,0
17130,PARAGMILK-EQ,PARAG MILK FOODS LTD.,0
19779,PARAGON-SM,PARAGON FINE S.C. LTD.,0
5911,PARAS-EQ,PARAS DEF AND SPCE TECH L,0
8975,PARASPETRO-BE,PARAS PETROFILS LTD.,0
5460,PARIN-SM,PARIN FURNITURE LIMITED,0
22649,PARKHOTELS-EQ,PARKHOTELS,0
13791,PARSVNATH-EQ,PARSVNATH DEVELOPER LTD,0
2599,PARTYCRUS-SM,PARTY CRUISERS LIMITED,0
21657,PASHUPATI-SM,PASHUPATI COTSPIN LIMITED,0
6045,PASUPTAC-EQ,PASUPATI ACRYLON LIMITED,0
17029,PATANJALI-EQ,PATANJALI FOODS LIMITED,0
11699,PATELENG-EQ,PATEL ENGINEERING LTD.,0
15219,PATINTLOG-EQ,PATEL INT. LOG. LTD,0
15143,PATTECH-ST,PATTECH FITWELL TUB COM L,0
16192,PAVNAIND-EQ,PAVNA INDUSTRIES LIMITED,0
6705,PAYTM-EQ,ONE 97 COMMUNICATIONS LTD,0
2649,PCBL-EQ,PCBL LIMITED,0
24294,PCCL-ST,PETRO CARBON AND CHEMI L,0
29124,PCJEWELLER-EQ,PC JEWELLER LTD,0
15377,PDMJEPAPER-EQ,PUDUMJEE PAPER PRO. LTD,0
5264,PDSL-EQ,PDS LIMITED,0
8188,PEARLPOLY-BE,PEARL POLYMERS LTD,0
2412,PEL-EQ,PIRAMAL ENTERPRISES LTD,0
20621,PENIND-EQ,PENNAR INDUSTRIES LTD,0
2256,PENINLAND-EQ,PENINSULA LAND LIMITED,0
17132,PENTAGON-SM,PENTAGON RUBBER LIMITED,0
11250,PERFECT-SM,PERFECT INFRAENGINEER LTD,0
18365,PERSISTENT-EQ,PERSISTENT SYSTEMS LTD,0
11351,PETRONET-EQ,PETRONET LNG LIMITED,0
14299,PFC-EQ,POWER FIN CORP LTD.,0
2643,PFIZER-EQ,PFIZER LTD,0
13496,PFOCUS-EQ,PRIME FOCUS LIMITED,0
22602,PFS-EQ,PTC INDIA FIN SERV LTD,0
25358,PGEL-EQ,PG ELECTROPLAST LTD,0
2535,PGHH-EQ,P&G HYGIENE & HEALTH CARE,0
940,PGHL-EQ,PROCTER & GAMBLE HEALTH L,0
14260,PGIL-EQ,PEARL GLOBAL IND LIMITED,0
3494,PGINVIT-IV,POWERGRID INFRA. INVITS,0
11612,PHANTOMFX-SM,PHANTOM DIGITAL EFF LTD,0
4973,PHARMABEES-EQ,NIPPONAMC - NETFPHARMA,0
14552,PHOENIXLTD-EQ,THE PHOENIX MILLS LTD,0
2664,PIDILITIND-EQ,PIDILITE INDUSTRIES LTD,0
15730,PIGL-BE,POWER INSTRUMENT (G) LTD,0
24184,PIIND-EQ,PI INDUSTRIES LTD,0
11445,PILANIINVS-EQ,PILANI INV & IND COR LTD,0
30835,PILITA-EQ,PIL ITALICA LIFESTYLE LTD,0
13463,PIONEEREMB-EQ,PIONEER EMBROIDERIES LTD,0
14134,PITTIENG-EQ,PITTI ENGINEERING LIMITED,0
9087,PIXTRANS-EQ,PIX TRANSMISSIONS LIMITED,0
10318,PKTEA-BE,THE P K TEA PROD CO LTD,0
19492,PLADAINFO-SM,PLADA INFOTECH SERVICES L,0
13920,PLASTIBLEN-EQ,PLASTIBLENDS INDIA LTD,0
22930,PLATIND-EQ,PLATINUM INDUSTRIES LTD,0
19458,PLAZACABLE-EQ,PLAZA WIRES LIMITED,0
10666,PNB-EQ,PUNJAB NATIONAL BANK,0
8736,PNBGILTS-EQ,PNB GILTS LIMITED,0
18908,PNBHOUSING-EQ,PNB HOUSING FIN LTD.,0
9342,PNC-EQ,PRITISH NANDY COMMUNICATI,0
9385,PNCINFRA-EQ,PNC INFRATECH LTD.,0
14385,POCL-EQ,PONDY OXIDES & CHEM LTD,0
19672,PODDARHOUS-BZ,PODDAR HOUSE & DVPT LTD,0
19036,PODDARMENT-EQ,PODDAR PIGMENTS LIMITED,0
17651,POKARNA-EQ,POKARNA LIMITED,0
6656,POLICYBZR-EQ,PB FINTECH LIMITED,0
9590,POLYCAB-EQ,POLYCAB INDIA LIMITED,0
25718,POLYMED-EQ,POLY MEDICURE LIMITED,0
2687,POLYPLEX-EQ,POLYPLEX CORPORATION LTD,0
22711,POLYSIL-SM,POLYSIL IRRIGATION SYST L,0
10661,PONNIERODE-EQ,PONNIE SUGARS (ERODE) LTD,0
11403,POONAWALLA-EQ,POONAWALLA FINCORP LTD,0
14977,POWERGRID-EQ,POWER GRID CORP. LTD.,0
18457,POWERINDIA-EQ,HITACHI ENERGY INDIA LTD,0
10473,POWERMECH-EQ,POWER MECH PROJECTS LTD.,0
15209,PPAP-EQ,PPAP AUTOMOTIVE LIMITED,0
10297,PPL-EQ,PRAKASH PIPES LIMITED,0
11571,PPLPHARMA-EQ,PIRAMAL PHARMA LIMITED,0
13941,PRAENG-EQ,PRAJAY ENG. SYN. LTD.,0
2705,PRAJIND-EQ,PRAJ INDUSTRIES LTD,0
2708,PRAKASH-EQ,PRAKASH INDUSTRIES LTD,0
19603,PRAKASHSTL-BE,PRAKASH STEELAGE LTD,0
18514,PRAMARA-SM,PRAMARA PROMOTIONS LTD,0
23113,PRATHAM-SM,PRATHAM EPC PROJECTS LTD,0
1216,PRAXIS-BE,PRAXIS HOME RETAIL LTD,0
12603,PRECAM-EQ,PRECISION CAMSHAFTS LTD.,0
7950,PRECISION-SM,PRECISION METALIKS LTD,0
2711,PRECOT-EQ,PRECOT LIMITED,0
2717,PRECWIRE-EQ,PRECISION WIRES INDIA LTD,0
17415,PREMEXPLN-BE,PREMIER EXPLOSIVES LTD,0
6248,PREMIER-BE,PREMIER LIMITED,0
3908,PREMIERPOL-EQ,PREMIER POLYFILM LTD,0
20498,PRESSTONIC-SM,PRESSTONIC ENGINEERING L,0
20302,PRESTIGE-EQ,PRESTIGE ESTATE LTD,0
19631,PRICOLLTD-EQ,PRICOL LIMITED,0
11864,PRIMESECU-EQ,PRIME SECURITIES LIMITED,0
16045,PRINCEPIPE-EQ,PRINCE PIPES FITTINGS LTD,0
8304,PRITI-EQ,PRITI INTERNATIONAL LTD,0
12971,PRITIKA-SM,PRITIKA ENG COMPO LTD,0
5292,PRITIKAUTO-EQ,PRITIKA AUTO INDUS LTD,0
8825,PRIVISCL-EQ,PRIVI SPECIALITY CHE LTD,0
23764,PRLIND-SM,PREMIER ROADLINES LIMITED,0
19352,PROLIFE-SM,PROLIFE INDUSTRIES LTD,0
8735,PROPEQUITY-SM,P. E. ANALYTICS LIMITED,0
16483,PROV-SM,PROVENTUS AGROCOM LIMITED,0
28859,PROZONER-EQ,PROZONE REALTY LIMITED,0
2739,PRSMJOHNSN-EQ,PRISM JOHNSON LIMITED,0
9553,PRUDENT-EQ,PRUDENT CORP ADV SER LTD,0
20527,PRUDMOULI-EQ,PRUDENTIAL SUGAR CORPORAT,0
21001,PSB-EQ,PUNJAB & SIND BANK,0
20877,PSPPROJECT-EQ,PSP PROJECTS LIMITED,0
15061,PSUBANK-EQ,KOTAK PSU BANK,0
17616,PSUBANKADD-EQ,DSPAMC - DSPPSBKETF,0
15032,PSUBNKBEES-EQ,NIP IND ETF PSU BANK BEES,0
14584,PSUBNKIETF-EQ,ICICIPRAMC - PSUBANKICI,0
11355,PTC-EQ,PTC INDIA LIMITED,0
16682,PTCIL-EQ,PTC INDUSTRIES LIMITED,0
14101,PTL-EQ,PTL ENTERPRISES LTD,0
507,PULZ-SM,PULZ ELECTRONICS LIMITED,0
4344,PUNJABCHEM-EQ,PUNJAB CHEM & CROP PROT L,0
14926,PURVA-BE,PURAVANKARA LIMITED,0
22938,PURVFLEXI-SM,PURV FLEXIPACK LIMITED,0
4010,PVP-EQ,PVP VENTURES LIMITED,0
13147,PVRINOX-EQ,PVR INOX LIMITED,0
23142,PVSL-EQ,POPULAR VEHICLES N SER L,0
11386,PVTBANIETF-EQ,ICICIPRAMC - ICICIBANKP,0
17576,PVTBANKADD-EQ,DSPAMC - DSPPVBKETF,0
18250,PYRAMID-EQ,PYRAMID TECHNOPLAST LTD,0
14613,QFIL-SM,QUALITY FOILS (INDIA) LTD,0
15330,QGOLDHALF-EQ,QUANTUM GOLD FUND,0
11467,QMSMEDI-SM,QMS MEDICAL ALLIED S LTD,0
16819,QNIFTY-EQ,QUANTUM NIFTY 50 ETF,0
5870,QUADPRO-SM,QUADPRO ITES LIMITED,0
17808,QUAL30IETF-EQ,ICICIPRAMC - ICICIQTY30,0
17704,QUESS-EQ,QUESS CORP LIMITED,0
23793,QUESTLAB-SM,QUEST LABORATORIES LTD,0
13116,QUICKHEAL-EQ,QUICK HEAL TECH LTD,0
15285,QUICKTOUCH-SM,QUICKTOUCH TECHNOLOGIES L,0
9376,QUINTEGRA-BE,QUINTEGRA SOLUTIONS LTD.,0
15391,RACE-EQ,RACE ECO CHAIN LIMITED,0
11268,RADAAN-BE,RADAAN MEDIAWORKS (I) LTD,0
10343,RADHIKAJWE-EQ,RADHIKA JEWELTECH LIMITED,0
13580,RADIANTCMS-EQ,RADIANT CASH MGMT SER LTD,0
10990,RADICO-EQ,RADICO KHAITAN LTD,0
19877,RADIOCITY-EQ,MUSIC BROADCAST LIMITED,0
23442,RADIOWALLA-SM,RADIOWALLA NETWORK LTD,0
2431,RAILTEL-EQ,RAILTEL CORP OF IND LTD,0
15337,RAIN-EQ,RAIN INDUSTRIES LIMITED,0
9408,RAINBOW-EQ,RAINBOW CHILDRENS MED LTD,0
7401,RAJESHEXPO-EQ,RAJESH EXPORTS LTD,0
2168,RAJMET-EQ,RAJNANDINI METAL LIMITED,0
18962,RAJRATAN-EQ,RAJRATAN GLOBAL WIRE LTD,0
8428,RAJRILTD-BE,RAJ RAYON INDUSTRIES LTD,0
2809,RAJSREESUG-EQ,RAJSHREE SUGAR & CHEMICAL,0
14407,RAJTV-BE,RAJ TV NETWORK LTD,0
6259,RAJVIR-BZ,RAJVIR INDUSTRIES LIMITED,0
2816,RALLIS-EQ,RALLIS INDIA LTD,0
13565,RAMANEWS-EQ,SHREE RAMA NEWSPRINT LTD,0
10568,RAMAPHO-EQ,RAMA PHOSPHATES LIMITED,0
10300,RAMASTEEL-EQ,RAMA STEEL TUBES LIMITED,0
2043,RAMCOCEM-EQ,THE RAMCO CEMENTS LIMITED,0
4587,RAMCOIND-EQ,RAMCO INDUSTRIES LIMITED,0
7869,RAMCOSYS-BE,RAMCO SYSTEMS LTD,0
20134,RAMKY-EQ,RAMKY INFRA LTD,0
10485,RAMRAT-EQ,RAM RATNA WIRES LIMITED,0
2837,RANASUG-EQ,RANA SUGARS LTD.,0
16751,RANEENGINE-EQ,RANE ENG VALVE LTD,0
2844,RANEHOLDIN-EQ,RANE HOLDINGS LIMITED,0
7177,RATEGAIN-EQ,RATEGAIN TRAVEL TECHN LTD,0
13451,RATNAMANI-EQ,RATNAMANI MET & TUB LTD.,0
18423,RATNAVEER-EQ,RATNAVEER PRECISION ENG L,0
2859,RAYMOND-EQ,RAYMOND LTD,0
1494,RBA-EQ,RESTAURANT BRAND ASIA LTD,0
16745,RBL-EQ,RANE BRAKE LINING LTD,0
18391,RBLBANK-EQ,RBL BANK LIMITED,0
13570,RBMINFRA-SM,RBM INFRACON LIMITED,0
23565,RBS-SM,RAMDEVBABA SOLVENT LTD,0
20893,RBZJEWEL-BE,RBZ JEWELLERS LIMITED,0
19681,RCDL-SM,RAJGOR CASTOR DERIVATI L,0
2866,RCF-EQ,RASHTRIYA CHEMICALS & FER,0
13188,RCOM-BE,RELIANCE COMMUNICATIONS L,0
15355,RECLTD-EQ,REC LIMITED,0
14255,REDINGTON-EQ,REDINGTON LIMITED,0
17859,REDTAPE-EQ,REDTAPE LIMITED,0
17764,REFEX-EQ,REFEX INDUSTRIES LIMITED,0
23718,REFRACTORY-SM,REFRACTORY SHAPES LIMITED,0
9051,REGENCERAM-BE,REGENCYCERAMICS-LTD,0
24225,RELAXO-EQ,RELAXO FOOT LTD.,0
9652,RELCHEMQ-EQ,RELIANCE CHEMOTEX IND LTD,0
51,RELIABLE-SM,RELIABLE DATA SERVICE LTD,0
2885,RELIANCE-EQ,RELIANCE INDUSTRIES LTD,0
15068,RELIGARE-EQ,RELIGARE ENTER. LTD.,0
553,RELINFRA-EQ,RELIANCE INFRASTRUCTU LTD,0
3965,REMSONSIND-EQ,REMSONS INDUSTRIES LTD,0
16154,REMUS-SM,REMUS PHARMACEUTICALS L,0
12026,RENUKA-EQ,SHREE RENUKA SUGARS LTD,0
29598,REPCOHOME-EQ,REPCO HOME FINANCE LTD,0
1480,REPL-EQ,RUDRABHISHEK ENTERP LTD,0
13126,REPRO-EQ,REPRO INDIA LIMITED,0
20323,RESPONIND-EQ,RESPONSIVE INDUSTRIES LTD,0
24147,RETAIL-BE,JHS SVENDGAARD RETAIL V L,0
5309,REXPIPES-SM,REX PIPES AND CABLES LTD,0
15129,RGL-EQ,RENAISSANCE GLOBAL LTD,0
21737,RHFL-BE,RELIANCE HOME FINANCE LTD,0
31163,RHIM-EQ,RHI MAGNESITA INDIA LTD,0
15157,RHL-EQ,ROBUST HOTELS LIMITED,0
8208,RICHA-SM,RICHA INFO SYSTEMS LTD,0
2909,RICOAUTO-EQ,RICO AUTO INDUSTRIES LTD,0
2912,RIIL-EQ,RELIANCE INDUSTRIAL INFRA,0
9854,RILINFRA-SM,RACHANA INFRA LTD,0
18417,RISHABH-EQ,RISHABH INSTRUMENTS LTD,0
8944,RITCO-EQ,RITCO LOGISTICS LIMITED,0
3761,RITES-EQ,RITES LIMITED,0
11910,RITEZONE-SM,RITE ZONE CHEMCON IND LTD,0
20954,RKDL-BE,RAVI KUMAR DIST. LTD.,0
1547,RKEC-EQ,RKEC PROJECTS LIMITED,0
11411,RKFORGE-EQ,RAMKRISHNA FORGINGS LTD,0
23043,RKSWAMY-EQ,R K SWAMY LIMITED,0
21816,RMDRIP-SM,R M DRIP & SPRINK SYS LTD,0
11975,RML-EQ,RANE (MADRAS) LIMITED,0
20289,ROCKINGDCE-SM,ROCKINGDEALS CIRCU ECO L,0
13182,ROHLTD-EQ,ROYAL ORCHID HOTELS LTD,0
5279,ROLEXRINGS-EQ,ROLEX RINGS LIMITED,0
19108,ROLLT-BE,ROLLATAINERS LIMITED,0
6258,ROLTA-BZ,ROLTA INDIA LTD,0
366,ROML-BE,RAJ OIL MILLS LIMITED,0
19410,ROSSARI-EQ,ROSSARI BIOTECH LIMITED,0
28913,ROSSELLIND-EQ,ROSSELL INDIA LIMITED,0
9049,ROTO-EQ,ROTO PUMPS LIMITED,0
128,ROUTE-EQ,ROUTE MOBILE LIMITED,0
20167,ROXHITECH-SM,ROX HI TECH LIMITED,0
16725,RPGLIFE-EQ,RPG LIFE SCIENCES LTD,0
15259,RPOWER-EQ,RELIANCE POWER LTD.,0
20760,RPPINFRA-EQ,R.P.P INFRA PROJECTS LTD,0
6913,RPPL-EQ,RAJSHREE POLYPACK LTD,0
8119,RPSGVENT-EQ,RPSG VENTURES LIMITED,0
22670,RPTECH-EQ,RASHI PERIPHERALS LIMITED,0
18566,RRKABEL-EQ,R R KABEL LIMITED,0
8426,RSSOFTWARE-BE,R. S. SOFTWARE (INDIA) LI,0
2794,RSWM-EQ,RSWM LIMITED,0
13414,RSYSTEMS-EQ,R SYS INTERNATIONAL LTD,0
27297,RTNINDIA-EQ,RATTANINDIA ENT LIMITED,0
17520,RTNPOWER-EQ,RATTANINDIA POWER LIMITED,0
2939,RUBYMILLS-EQ,THE RUBY MILLS LTD,0
4566,RUCHINFRA-EQ,RUCHI INFRASTRUCTURE LTD,0
13821,RUCHIRA-EQ,RUCHIRA PAPERS LIMITED,0
23830,RULKA-SM,RULKA ELECTRICALS LIMITED,0
25724,RUPA-EQ,RUPA & COMPANY LTD,0
24595,RUSHIL-EQ,RUSHIL DECOR LIMITED,0
12219,RUSTOMJEE-EQ,KEYSTONE REALTORS LIMITED,0
1565,RVHL-EQ,RAVINDER HEIGHTS LIMITED,0
9552,RVNL-EQ,RAIL VIKAS NIGAM LIMITED,0
8733,S&SPOWER-BE,S&S POWER SWITCHGEARS,0
19093,SAAKSHI-SM,SAAKSHI MEDTEC N PANELS L,0
10982,SABAR-SM,SABAR FLEX INDIA LIMITED,0
18501,SABEVENTS-BE,SAB EVENTS & GOVERNANCE,0
23367,SABTNL-BE,SRI ADHIKARI BRO TELE N L,0
13240,SADBHAV-BE,SADBHAV ENGINEERING LTD,0
10618,SADBHIN-EQ,SADBHAV INFRA PROJ LTD.,0
22897,SADHAV-SM,SADHAV SHIPPING LIMITED,0
15343,SADHNANIQ-EQ,SADHANA NITROCHEM LIMITED,0
13035,SAFARI-EQ,SAFARI IND (INDIA) LTD,0
8175,SAGARDEEP-EQ,SAGARDEEP ALLOYS LIMITED,0
14068,SAGCEM-EQ,SAGAR CEMENTS LIMITED,0
13689,SAH-EQ,SAH POLYMERS LIMITED,0
18354,SAHAJ-SM,SAHAJ FASHIONS LIMITED,0
16711,SAHANA-SM,SAHANA SYSTEM LIMITED,0
14900,SAHYADRI-EQ,SAHYADRI INDUSTRIES LTD,0
21096,SAIFL-SM,SAMEERA AGRO AND INFRA L,0
2963,SAIL-EQ,STEEL AUTHORITY OF INDIA,0
9539,SAKAR-EQ,SAKAR HEALTHCARE LIMITED,0
2969,SAKHTISUG-EQ,SAKTHI SUGARS LTD,0
11794,SAKSOFT-EQ,SAKSOFT LIMITED,0
13251,SAKUMA-EQ,SAKUMA EXPORTS LIMITED,0
21362,SALASAR-EQ,SALASAR TECHNO ENGG. LTD.,0
17351,SALONA-EQ,SALONA COTSPIN LTD.,0
11637,SALSTEEL-BE,S.A.L. STEEL LTD.,0
11399,SALZERELEC-EQ,SALZER ELECTRONICS LTD,0
4127,SAMBHAAV-EQ,SAMBHAAV MEDIA LTD,0
18614,SAMHI-EQ,SAMHI HOTELS LIMITED,0
27307,SAMPANN-BE,SAMPANN UTPADAN INDIA LTD,0
14630,SANCO-BZ,SANCO INDUSTRIES LIMITED,0
2988,SANDESH-EQ,SANDESH LTD,0
2397,SANDHAR-EQ,SANDHAR TECHNOLOGIES LTD,0
18359,SANDUMA-EQ,SANDUR MANG & IRON ORES L,0
4184,SANGAMIND-EQ,SANGAM (INDIA) LTD,0
18035,SANGANI-SM,SANGANI HOSPITALS LIMITED,0
2997,SANGHIIND-EQ,SANGHI INDUSTRIES LTD,0
14058,SANGHVIMOV-EQ,SANGHVI MOVERS LTD,0
11032,SANGINITA-EQ,SANGINITA CHEMICALS LTD,0
1442,SANOFI-EQ,SANOFI INDIA LIMITED,0
5751,SANSERA-EQ,SANSERA ENGINEERING LTD,0
46,SANWARIA-BZ,SANWARIA CONSUMER LIMITED,0
6718,SAPPHIRE-EQ,SAPPHIRE FOODS INDIA LTD,0
17758,SARDAEN-EQ,SARDA ENERGY & MIN LTD,0
4892,SAREGAMA-EQ,SAREGAMA INDIA LIMITED,0
14043,SARLAPOLY-EQ,SARLA PERF. FIBERS LTD,0
18506,SAROJA-SM,SAROJA PHARMA INDUS IND L,0
19863,SARTELE-SM,SAR TELEVENTURE LIMITED,0
12913,SARVESHWAR-EQ,SARVESHWAR FOODS LIMITED,0
11983,SASKEN-EQ,SASKEN TECHNOLOGIES LTD,0
20063,SASTASUNDR-EQ,SASTASUNDAR VENTURES LTD,0
11045,SATIA-EQ,SATIA INDUSTRIES LIMITED,0
10453,SATIN-EQ,SATIN CREDIT NET LTD,0
12015,SATINDLTD-EQ,SAT INDUSTRIES LIMITED,0
3018,SAURASHCEM-EQ,SAURASHTRA CEMENT LIMITED,0
6792,SBC-EQ,SBC EXPORTS LIMITED,0
4656,SBCL-EQ,SHIVALIK BIMETAL CON. LTD,0
18026,SBFC-EQ,SBFC FINANCE LIMITED,0
14139,SBGLP-EQ,SURATWWALA BUS GROUP LTD,0
17971,SBICARD-EQ,SBI CARDS & PAY SER LTD,0
5168,SBIETFCON-EQ,SBIAMC - SBIETFCON,0
740,SBIETFIT-EQ,SBIAMC - SBIETFIT,0
722,SBIETFPB-EQ,SBIAMC - SBIETFPB,0
7218,SBIETFQLTY-EQ,SBIAMC - SBIETFQLTY,0
21808,SBILIFE-EQ,SBI LIFE INSURANCE CO LTD,0
3045,SBIN-EQ,STATE BANK OF INDIA,0
24366,SBISILVER-EQ,SBIAMC - SBISILVER,0
1011,SCHAEFFLER-EQ,SCHAEFFLER INDIA LIMITED,0
20698,SCHAND-EQ,S CHAND AND COMPANY LTD,0
31234,SCHNEIDER-EQ,SCHNEIDER ELECTRIC INFRA,0
3048,SCI-EQ,SHIPPING CORP OF INDIA LT,0
23127,SCILAL-EQ,SHIPPING CORP OF ILA LTD,0
19469,SCML-SM,SHARP CHUCKS N MACHINES L,0
12072,SCPL-EQ,SHEETAL COOL PRODUCTS LTD,0
1338,SDBL-EQ,SOM DIST & BREW LTD,0
1143,SDL24BEES-EQ,NIPPON INDIA- NIMFXX,0
3022,SDL26BEES-EQ,RELCAPAMC-NETFSDL26,0
2616,SEAMECLTD-EQ,SEAMEC LIMITED,0
13025,SECL-SM,SALASAR EXTERIOR CONT LTD,0
19498,SECMARK-BE,SECMARK CONSULTANCY LTD,0
11524,SECURCRED-BE,SECUR CREDENTIALS LIMITED,0
11062,SECURKLOUD-BE,SECUREKLOUD TECH LIMITED,0
21321,SEITINVIT-IV,SUSTAINABLE ENERGY INFRA,0
7094,SEJALLTD-BE,SEJAL GLASS LIMITED,0
18264,SEL-SM,SUNGARNER ENERGIES LTD,0
13598,SELAN-EQ,SELAN EXPLO. TECH LTD,0
6262,SELMC-EQ,SEL MANUFACTURING CO LTD,0
11964,SEMAC-BE,SEMAC CONSULTANTS LIMITED,0
17271,SENCO-EQ,SENCO GOLD LIMITED,0
17613,SENSEXADD-EQ,DSPAMC - DSPSENXETF,0
19224,SENSEXETF-EQ,MIRAEAMC - SENSEXETF,0
4378,SENSEXIETF-EQ,ICICI PRUD SENSEX ETF,0
15308,SEPC-EQ,SEPC LIMITED,0
24354,SEPC-RE2-BE,SEPC LIMITED,0
14296,SEQUENT-EQ,SEQUENT SCIENTIFIC LTD.,0
17399,SERVICE-SM,SERVICE CARE LIMITED,0
5507,SERVOTECH-EQ,SERVOTECH POWER SYS LTD.,0
3066,SESHAPAPER-EQ,SESHASAYEE PAPER & BOARDS,0
17518,SETCO-BE,SETCO AUTOMOTIVE LTD,0
17395,SETF10GILT-EQ,SBIAMC - SETF10GILT,0
17272,SETFGOLD-EQ,SBI-ETF GOLD,0
10176,SETFNIF50-EQ,SBI-ETF NIFTY 50,0
7361,SETFNIFBK-EQ,SBI-ETF NIFTY BANK,0
7353,SETFNN50-EQ,SBI-ETF NIFTY NEXT 50,0
18024,SETUINFRA-BZ,SETUBANDHAN INFRA LTD,0
10836,SEYAIND-BE,SEYA INDUSTRIES LIMITED,0
19184,SFL-EQ,SHEELA FOAM LIMITED,0
5114,SGIL-EQ,SYNERGY GREEN IND. LTD,0
13367,SGL-EQ,STL GLOBAL LIMITED,0
20296,SHAH-EQ,SHAH METACORP LIMITED,0
11856,SHAHALLOYS-EQ,SHAH ALLOYS LIMITED,0
8727,SHAILY-EQ,SHAILY ENG PLASTICS LTD,0
10684,SHAIVAL-ST,SHAIVAL REALITY LIMITED,0
25578,SHAKTIPUMP-BE,SHAKTI PUMPS (I) LTD,0
714,SHALBY-EQ,SHALBY LIMITED,0
15342,SHALPAINTS-EQ,SHALIM PAINTS LTD,0
20321,SHANKARA-EQ,SHANKARA BLDG PRODUCT LTD,0
19752,SHANTHALA-SM,SHANTHALA FMCG PRODUCTS L,0
5655,SHANTI-BE,SHANTI OVERSEAS INDIA LTD,0
3078,SHANTIGEAR-EQ,SHANTHI GEARS LTD,0
4992,SHARDACROP-EQ,SHARDA CROPCHEM LTD.,0
10530,SHARDAMOTR-EQ,SHARDA MOTOR INDS LTD,0
104,SHAREINDIA-EQ,SHARE IND. SECURITIES LTD,0
17044,SHARIABEES-EQ,NIP IND ETF SHARIAH BEES,0
20426,SHEETAL-ST,SHEETAL UNIVERSAL LIMITED,0
5068,SHEMAROO-EQ,SHEMAROO ENTER. LTD.,0
14172,SHERA-SM,SHERA ENERGY LIMITED,0
8394,SHIGAN-SM,SHIGAN QUANTUM TECH LTD,0
17752,SHILPAMED-EQ,SHILPA MEDICARE LTD,0
7016,SHIVALIK-EQ,SHIVALIK RASAYAN LIMITED,0
13756,SHIVAMAUTO-EQ,SHIVAM AUTO.LTD,0
1497,SHIVAMILLS-EQ,SHIVA MILLS LIMITED,0
804,SHIVATEX-EQ,SHIVA TEXYARN LIMITED,0
13471,SHIVAUM-ST,SHIV AUM STEELS LIMITED,0
11212,SHK-EQ,S H KELKAR AND CO. LTD.,0
11813,SHOPERSTOP-EQ,SHOPPERS STOP LIMITED,0
716,SHRADHA-BE,SHRADHA INFRAPROJECTS LTD,0
3099,SHREDIGCEM-EQ,SHREE DIGVIJAY CEM CO LTD,0
